Global Rank,Company,Sales ($billion),Profits ($billion),Assets ($billion),Market Value ($billion),Country,Continent,Latitude_final,Longitude_final
342,Inpex,14.3,2.3,36.9,20.6,Japan,Asia,38.2554,140.3396
343,NIKE,25.3,2.4,15.6,49.4,USA,North America,42.0976,-79.2367
344,Monsanto,14,2.3,22.5,55.9,USA,North America,36.8278,-119.683
345,United Overseas Bank,7.2,2.3,207,25.1,Singapore,Asia,1.2,103.9
345,MTN Group,16.5,2.5,21.4,34.5,South Africa,Africa,-29.2,26.8333
347,Eaton,16.3,1.2,35.8,29.5,Ireland,Europe,52.5021,-6.5659
348,Marathon Oil,15.6,1.6,35.3,24.8,USA,North America,40.3135,-76.7968
349,Femsa,18.5,1.6,22.6,37.7,Mexico,North America,24.8875,-105.0728
350,Indian Oil,70.8,0.8,43.2,14.2,India,Asia,9.7858,77.317
351,Raytheon,24.4,1.9,26.7,18.9,USA,North America,34.9973,-85.2285
352,HCA Holdings,33,1.6,28.1,16.8,USA,North America,42.6894,-78.9081
353,Kimberly-Clark,21.1,1.8,19.9,36.2,USA,North America,40.3562,-74.6693
355,WPP,16.9,1.3,40.3,20.7,UK,Europe,51.6316,-0.1265
356,Michelin Group,28.3,2.1,26.4,16.2,France,Europe,47.9742,2.7708
356,Cardinal Health,104.8,1.1,24.6,15.9,USA,North America,40.5632,-90.0409
358,Thomson Reuters,13.3,2.1,32.6,26.7,Canada,North America,44.9167,-79.3667
359,Saudi Telecom,15.8,1.9,31.3,21.7,Saudi Arabia,Asia,26.2333,36.4167
360,Kraft Foods Group,18.3,1.6,23.3,29.8,USA,North America,26.4765,-81.8193
361,Delta Air Lines,36.7,1,44.6,13.6,USA,North America,36.3351,-92.384
362,Northrop Grumman,25.2,2,26.5,16.3,USA,North America,42.0891,-73.9969
363,Fannie Mae,131.9,7.2,3226.2,2.3,USA,North America,33.6073,-111.7398
364,Illinois Tool Works,17.9,2.9,19.3,28.3,USA,North America,40.0658,-76.7932
365,General Mills,17.4,1.8,22.8,29.9,USA,North America,35.3293,-97.4757
366,SK Innovation,65.1,1.1,31.8,13.7,South Korea,Asia,34.8333,128.4167
368,Safran,18,1.7,30,19.6,France,Europe,48.46,7.48
369,CenturyLink,18.4,0.8,54,21.5,USA,North America,29.9123,-95.3784
370,Baoshan Iron & Steel,35.4,1.2,36.7,13.4,China,Asia,38.8967,77.6529
371,Baxter International,14.2,2.3,20.4,37.9,USA,North America,38.9047,-77.0163
372,Freddie Mac,80.6,11,1989.9,1.3,USA,North America,44.4345,-73.0888
373,AMP,17.2,0.7,122.1,16,Australia,Oceania,-15.8236,128.6886
374,Canadian National Railway,10,2.7,26.8,42.7,Canada,North America,44.3981,-80.0742
375,Baker Hughes,21.4,1.3,26.7,21.2,USA,North America,33.4492,-90.6447
376,EDP-Energias de Portugal,21.6,1.3,55.2,11.5,Portugal,Europe,38.7944,-9.1053
377,Coal India,12.3,2.9,20.8,37.4,India,Asia,17.2994,76.0984
378,Kering,12.8,1.4,32.5,29.4,France,Europe,48.5658,2.1706
379,Hyundai Heavy Industries,48.8,0.9,46.3,11.6,South Korea,Asia,36.5509,126.665
380,CBS,14.1,1.6,26.5,29.4,USA,North America,40.8601,-74.4237
381,Viacom,13.2,2.2,21.9,31.3,USA,North America,38.961,-77.3513
382,Akbank,8.2,1.7,91.6,20.6,Turkey,Europe,37.875,30.8506
383,Woori Finance Holdings,15.2,1.4,306.2,9,South Korea,Asia,35.8217,128.5517
384,NTPC,12.8,1.9,30.5,22.3,India,Asia,12.8283,79.3079
385,Norilsk Nickel,12.8,3.3,18.8,32.9,Russia,Europe,59.4515,112.5578
386,Alstom,26.6,1,39.4,14,France,Europe,48.1028,-1.7942
387,International Paper,27.8,0.8,32.2,20.1,USA,North America,42.234,-87.9608
388,Sabanci Holding,14.6,1,98.3,12.7,Turkey,Europe,37.446,42.852
389,PPL,12.3,1.5,43.6,17.8,USA,North America,35.7911,-78.4966
390,Pernod Ricard,10.4,1.5,33.5,34.5,France,Europe,43.3956,6.3133
390,Lloyds Banking Group,75.6,-2.3,1495.9,53.8,UK,Europe,51.4828,-0.195
392,Gilead Sciences,9.7,2.6,21.2,68.4,USA,North America,42.0777,-71.4741
393,Suncorp Group,15.6,0.7,98.3,15.9,Australia,Oceania,-31.0833,150.9167
395,Mitsubishi Estate,12.2,0.7,53.2,40.8,Japan,Asia,35.4934,139.3952
396,CSX,11.8,1.9,30.6,24.5,USA,North America,28.6677,-100.4788
397,FirstRand,8.4,1.6,94.1,18,South Africa,Africa,-25.42,27.949
398,PG&E,15,0.8,52.4,19.1,USA,North America,42.6832,-71.301
399,Mapfre,27.1,0.9,69.2,10.7,Spain,Europe,41.7167,-1
400,Barclays,55.7,-1.7,2422.5,62.3,UK,Europe,52.5183,1.0192
401,Automatic Data,10.9,1.4,33.3,31.3,USA,North America,37.0123,-120.0799
402,Colgate-Palmolive,17.1,2.5,13.4,52.4,USA,North America,43.2231,-123.352
403,Deutsche Lufthansa,39.7,1.3,37.5,9.7,Germany,Europe,52.95,12.4
404,Huaneng Power International,21.1,0.9,41.2,14.9,China,Asia,19.9327,110.875
405,SK Holdings,106.3,0.9,85.2,7,South Korea,Asia,36.1539,127.0347
406,TransCanada,8,1.4,48.5,33.9,Canada,North America,48.434,-123.431
407,Huaxia Bank,10.5,1.5,197.2,11.5,China,Asia,35.3041,104.6802
408,Texas Instruments,12.8,1.8,20,38.8,USA,North America,39.1413,-84.506
409,Ameriprise Financial,10.3,1,134.7,15.1,USA,North America,38.595,-90.55
411,QBE Insurance Group,17,0.8,50.8,17,Australia,Oceania,-33.5817,120.0469
412,EXOR,117.5,0.7,159.4,7.1,Italy,Europe,40.3833,16.55
413,Lafarge,20.9,0.6,50.5,20.3,France,Europe,49.6269,-1.6431
413,Talanx,34.9,0.8,171.7,7.9,Germany,Europe,50.3208,7.9658
415,Norfolk Southern,11,1.7,30.3,23.7,USA,North America,33.9459,-81.0429
416,Orix,11.8,1,101.2,13.5,Japan,Asia,33.5,133.2833
417,Covidien,12,1.9,22,30.9,Ireland,Europe,52.9779,-6.033
418,FirstEnergy,15.3,0.8,50.4,17.6,USA,North America,40.9627,-74.3041
419,Mitsui Fudosan,16.2,0.6,46.9,25.2,Japan,Asia,35.1475,132.9525
420,Royal Bank of Scotland,42.1,-9.4,2133.1,52,UK,Europe,51.7776,-3.2407
421,Macy's,27.7,1.3,21,16.2,USA,North America,35.1783,-80.6528
422,Las Vegas Sands,11.1,1.5,22.2,44.1,USA,North America,34.7837,-82.4027
423,Aeon,64.1,0.8,49.1,8.9,Japan,Asia,34.5914,135.7962
424,Ageas,20.6,1,128,8.5,Belgium,Europe,50.5167,5.2333
425,Thermo Fisher Scientific,12.5,1.2,27.4,27.6,USA,North America,45.5243,-123.1097
426,Bouygues,44.3,0.8,48.1,9.4,France,Europe,44.75,-0.634
427,Cenovus Energy,16.9,1,24.3,24.4,Canada,North America,44.45,-80.2667
428,Ahold,43.3,1.1,19.4,15.7,The Netherlands,Europe,51.4074,-0.1278
429,CEZ Group,11.3,2.2,33.4,15.7,Czech Republic,Europe,51.4074,-0.0778
430,Sampo,8.4,1.9,41.4,22.2,Finland,Europe,62.7667,29.85
431,Hana Financial Group,12.5,1.5,263.9,8.5,South Korea,Asia,36.35,126.9167
432,Consolidated Edison,12.2,1.1,41.2,17.3,USA,North America,25.6211,-80.3616
433,Deutsche Telekom,76.9,-6.9,136.1,48.4,Germany,Europe,49.9675,9.1969
435,Rio Tinto,51,-3,117.6,98.5,UK,Europe,53.011,-3.052
436,Generali Group,116.7,0.1,582.4,26,Italy,Europe,43.2333,13.1833
437,CLP Holdings,13.5,1.1,29.4,21.7,Hong Kong,Asia,22.3408,114.1871
438,Hewlett-Packard,118.7,-12.9,106.7,43.1,USA,North America,40.1485,-75.4266
439,Novo Nordisk,13.8,3.8,11.2,95,Denmark,Europe,56.8032,9.5177
440,Grupo Mexico,10.4,2.4,18.4,32.3,Mexico,North America,30.7264,-115.9903
441,Lincoln National,11.5,1.3,218.9,9.1,USA,North America,34.8581,-111.7941
442,Loews,14.6,0.6,80,17.5,USA,North America,41.2922,-92.6404
443,Morgan Stanley,32,0.1,781,46.6,USA,North America,40.3139,-75.834
444,Fubon Financial,9.4,1,119.3,13.7,Taiwan,Asia,22.6761,120.4942
445,Macquarie Group,11.4,0.8,157.8,13.5,Australia,Oceania,-28.0422,143.7697
446,Bank Mandiri,6.3,1.6,65.5,24,Indonesia,Asia,-7.8014,110.3644
448,Rogers Communications,12.5,1.7,19.7,25.3,Canada,North America,49.315,-124.312
448,Newmont Mining,9.9,1.8,29.6,19.7,USA,North America,40.028,-74.8882
450,Shin-Etsu Chemical,12.7,1.2,21.8,28.7,Japan,Asia,34.0667,134.4333
451,Merck,13.8,0.7,28.6,32,Germany,Europe,52.2667,9.7667
452,Fifth Third Bancorp,7.1,1.6,121.9,14.7,USA,North America,36.2933,-88.3065
453,Toyota Tsusho,71.5,0.8,34.4,9.2,Japan,Asia,35.6302,139.1113
454,CRH,24.6,0.7,27.6,16.7,Ireland,Europe,52.0588,-9.5072
456,Bharti Airtel,14,0.8,29.8,21.8,India,Asia,22.7677,74.5909
457,Praxair,11.2,1.7,18.1,33.6,USA,North America,39.2106,-84.606
458,Xerox,22.4,1.2,30,10.7,USA,North America,40.2316,-75.4644
459,Intesa Sanpaolo,47.7,-10.6,813.8,26.4,Italy,Europe,42.7565,12.6855
460,Cr̩dit Agricole,51.2,-8.3,2431.4,23.4,France,Europe,47.5281,-2.7686
461,Bank Rakyat Indonesia,6,1.9,57,22.4,Indonesia,Asia,-8.8333,121.65
462,Porsche Automobil Holding,5.2,10.3,41.1,24.5,Germany,Europe,49.85,9.1667
463,HDFC Bank,6.5,1,66.7,28.1,India,Asia,16.15,80.4833
464,National Bank of Canada,7.1,1.6,184,12.3,Canada,North America,44,-79.4667
465,Magna International,30.8,1.4,17.1,13.2,Canada,North America,49.7847,-112.1508
466,Humana,39.1,1.2,20,11.1,USA,North America,40.8508,-74.0878
467,Kirin Holdings,21.6,0.6,33.6,15.2,Japan,Asia,34.882,136.5842
467,CIMB Group Holdings,6.3,1.4,110.2,16.8,Malaysia,Asia,1.5833,103.6333
469,Keppel Corp,11.4,1.8,23.9,17,Singapore,Asia,1.25,103.7
470,Lotte Shopping,22.2,1,34.6,10.3,South Korea,Asia,35.7517,126.8389
471,Compass Group,27.3,1,14.4,23.1,UK,Europe,53.782,-1.8135
472,Paccar,17,1.1,18.6,18,USA,North America,39.1915,-84.6601
473,China Coal Energy,13.6,1.5,29.5,12.2,China,Asia,26.9483,116.3714
473,Aon,11.5,1,30.5,18.7,UK,Europe,50.7336,-2.7584
475,EnBW-Energie Baden,24.7,0.6,48.5,10.8,Germany,Europe,51.1,6.15
476,Kinder Morgan,10,0.4,68.5,41.2,USA,North America,40.1783,-74.8524
477,Siam Commercial Bank,6,1.3,74.2,21.5,Thailand,Asia,9.9923,98.6507
478,TJX Cos,25.9,1.9,9.5,32.8,USA,North America,43.344,-73.5396
479,Sysco,43.4,1.1,12.4,19.8,USA,North America,25.665,-80.3042
480,Fortum,8.1,1.9,32.3,17.6,Finland,Europe,63.1,23.0667
481,Atlas Copco,13.4,2.1,12.5,35.2,Sweden,Europe,60.6747,17.1417
482,LG Chem,21.9,1.4,15.4,16.2,South Korea,Asia,37.2667,127.4333
483,Woodside Petroleum,6.4,3,23.9,31.9,Australia,Oceania,-38.1958,146.5403
484,Tatneft,13,2.1,19.5,14.8,Russia,Europe,44.8667,40.6167
485,ArcelorMittal,84.2,-3.7,114.6,23.1,Luxembourg,Europe,49.5944,5.9397
486,H&M,18.1,2.5,8.8,59.8,Sweden,Europe,59.2239,15.1575
487,Suzuki Motor,30.3,0.7,27.2,13.3,Japan,Asia,34.5167,135.7333
488,Bank of Beijing,6.3,1.4,151.7,13.1,China,Asia,28.1889,106.2086
489,Public Service Enterprise,9.8,1.3,31.7,16.8,USA,North America,42.9619,-85.6562
490,Mosaic,10.1,1.9,17.3,26.7,USA,North America,40.5744,-74.5011
491,GFNorte,7.7,0.8,70.6,18.5,Mexico,North America,19.25,-104.5667
492,Kyocera,14.1,1,24,17.1,Japan,Asia,31.6019,131.3786
493,Associated British Foods,19.8,0.9,16.2,22.7,UK,Europe,52.2007,-0.8857
494,Origin Energy,13.2,1,28.7,14.9,Australia,Oceania,-38.1333,145.1167
495,Otsuka Holdings,13.9,1.1,19.9,18.6,Japan,Asia,34.3167,135.6
496,Telus,11,1.3,20.5,22.3,Canada,North America,51.05,-114.0667
497,Potash of Saskatchewan,7.9,2.1,18.2,35.3,Canada,North America,42.9167,-79.0167
497,Etisalat,9,1.8,21.8,21.8,United Arab Emirates,Asia,25.0722,56.2844
499,Progressive,17.1,0.9,22.7,15.2,USA,North America,48.4676,-122.3298
500,Sempra Energy,9.6,0.9,36.5,19.2,USA,North America,42.2985,-85.2296
501,Corning,8,1.7,29.4,19,USA,North America,37.1943,-93.2916
502,Reed Elsevier,9.9,1.7,17.9,25.6,UK,Europe,51.4002,-0.1086
503,Dongfeng Motor Group,19.7,1.4,19.2,11.8,China,Asia,22.3549,110.9468
503,Tokio Marine Holdings,39.4,0.1,196.4,23.5,Japan,Asia,35.4175,138.3925
505,Sandvik,15.2,1.2,16,20.5,Sweden,Europe,62.5861,17.8911
506,Sony,78.5,-5.5,160.3,17.6,Japan,Asia,31.7406,130.7631
507,Poly Real Estate,9.6,1.3,40.3,12.2,China,Asia,40.8814,114.9662
508,New China Life Insurance,18,0.5,79.2,11.8,China,Asia,41.0042,118.6848
509,Agrium,16.7,1.5,16,15.3,Canada,North America,43.6333,-80.0333
510,Cummins,17.3,1.5,12.5,22.3,USA,North America,40.7839,-73.2522
511,EOG Resources,11.7,0.6,27.3,35.4,USA,North America,34.0323,-117.9533
512,Omnicom Group,14.2,1,22.2,15.7,USA,North America,35.2657,-78.958
513,Teck Resources,10.4,0.8,34.8,17.4,Canada,North America,47.0443,-65.3781
514,Qatar National Bank,4,2.3,100.8,25.7,Qatar,Asia,25.2025,51.5092
515,Tenaris,11.1,1.7,15.7,24.2,Luxembourg,Europe,49.5444,6.3667
516,Tenaga Nasional,11.5,1.3,28.3,12.6,Malaysia,Asia,3.0722,101.5167
517,Swire Pacific,5.7,2.3,41.5,18.8,Hong Kong,Asia,22.2807,114.1622
517,Toyota Industries,18.6,0.7,32.2,11.7,Japan,Asia,35.4442,139.6381
519,Liberty Interactive,10.1,1.5,26.3,14.6,USA,North America,40.4127,-74.2365
520,J Sainsbury,35.7,1,19.7,10.4,UK,Europe,52.807,-2.117
520,Aviva,69,-5.1,512.7,14.5,UK,Europe,54.62,-1.58
522,Anglo American,29.4,-1.5,78.1,39.9,UK,Europe,52.932,-1.127
523,Cheung Kong Holdings,2.5,4.1,49.4,33.7,Hong Kong,Asia,22.2956,114.05
524,Kasikornbank,6,1.2,67.8,17.5,Thailand,Asia,14.8911,100.4031
525,Carlsberg,11.6,1,27.2,15.8,Denmark,Europe,55.3333,11.9667
525,Amazon.com,61.1,0,32.6,119,USA,North America,41.6459,-81.4084
527,Larsen & Toubro,12.6,0.9,23.8,17.2,India,Asia,22.6676,76.7429
528,Principal Financial Group,9.2,0.8,161.9,10,USA,North America,28.3595,-82.6894
529,Saudi Electricity,9,0.7,63.6,15.3,Saudi Arabia,Asia,26.5833,49.9833
529,Waste Management,13.6,0.8,23.1,17.4,USA,North America,40.4578,-80.1334
531,Murphy Oil,28.6,1,17.5,11.8,USA,North America,43.796,-123.0573
532,CaixaBank,16.3,0.3,450.1,16.8,Spain,Europe,43.6481,-7.59
534,Dai-ichi Life Insurance,56.5,0.2,403.2,13.4,Japan,Asia,40.599,141.3976
535,Nomura Holdings,22.4,0.1,431.3,23.6,Japan,Asia,35.15,139.0667
536,Vivendi,38.3,0.2,76.6,27.8,France,Europe,45.5489,2.31
537,Fujitsu,54,0.5,35,9.2,Japan,Asia,33.1261,131.8053
538,Charles Schwab,5,0.9,133.6,22.8,USA,North America,29.7587,-94.9671
539,Al Rajhi Bank,4,2.1,71.3,26,Saudi Arabia,Asia,24.6,46.1333
539,SSE,50.8,0.3,31.1,21.2,UK,Europe,52.3931,-0.7229
541,Ingersoll-Rand,14,1,18.5,16.4,Ireland,Europe,51.8972,-8.47
542,Sime Darby,15,1.3,14.9,17.3,Malaysia,Asia,1.4528,103.8856
543,Halkbank,6.2,1.5,61,13.3,Turkey,Europe,41.3333,41.3
544,Philips,32.7,0.3,35.8,27.5,The Netherlands,Europe,51.4074,-0.0278
545,PPG Industries,15.2,0.9,15.9,20.2,USA,North America,41.8303,-70.9245
546,Mitsubishi Heavy Industries,34.1,0.3,48,18.8,Japan,Asia,35.4903,135.551
547,Transneft,20.8,5.8,57.8,3.6,Russia,Europe,54.9333,43.3167
548,Korea Electric Power,43.9,-2.8,129.3,17.4,South Korea,Asia,38.2069,128.5919
549,Marsh & McLennan,11.9,1.2,16.3,20.3,USA,North America,43.6454,-70.4039
550,KT Corp,21.1,0.9,32.4,8.1,South Korea,Asia,37.17,126.8994
551,Kellogg,14.2,1,15.2,22.5,USA,North America,28.1967,-80.7887
552,Aisin Seiki,27.8,0.7,24.7,10.6,Japan,Asia,35.6242,135.0611
553,Astellas Pharma,11.7,0.9,16.6,25.9,Japan,Asia,34.9756,138.3828
553,Entergy,10.3,0.9,43.2,11.6,USA,North America,41.9957,-88.6821
555,SK Telecom,14.5,1,24.1,11.5,South Korea,Asia,36.7817,126.4522
556,Simon Property Group,4.9,1.4,32.6,49.5,USA,North America,33.2337,-86.9291
557,Panasonic,94.8,-9.3,76.1,16.7,Japan,Asia,33.5719,130.8539
558,AmerisourceBergen,80.6,0.7,15.5,11.3,USA,North America,40.4656,-74.3237
559,Goldcorp,5.4,1.7,31.2,26.4,Canada,North America,47.0196,-65.5072
560,Xcel Energy,10.1,0.9,31.1,14.2,USA,North America,32.8537,-79.8203
561,HDFC,5.9,1.1,41.6,23.3,India,Asia,12.15,77.1
561,MasterCard,7.4,2.8,12.5,63.8,USA,North America,40.3135,-76.7468
563,Sumitomo Realty,8.3,0.6,46.7,18.4,Japan,Asia,35.5667,139.3667
564,Solvay,16.4,0.8,23.4,12.5,Belgium,Europe,50.8,3.1167
565,Yara International,15.1,1.9,14.4,13.2,Norway,Europe,58.1418,8.0802
566,Sumitomo Electric,24.9,0.7,25,10,Japan,Asia,35.1377,138.8972
567,Quanta Computer,34.4,0.8,24.6,8.5,Taiwan,Asia,24.5053,120.8447
568,Regions Financial,6,1.1,121.3,11.8,USA,North America,38.8356,-77.3186
569,Falabella,11.5,0.8,17.9,26.8,Chile,South America,-39.45,-72.7833
570,Adidas,19.6,0.7,14.7,21.8,Germany,Europe,50.8161,7.1556
570,Western Digital,15.6,2.1,13.9,12.1,USA,North America,41.1665,-80.6963
572,CIC Group,15.5,0.8,302.3,5.8,France,Europe,48.8422,2.5036
573,Cencosud,19.1,0.6,19.7,17.4,Chile,South America,-33.4117,-70.55
574,Sanlam,10.8,0.7,52.3,10.7,South Africa,Africa,-27.7669,30.8
575,MS&AD Insurance,42.2,-2,173.4,14.1,Japan,Asia,37.8661,138.9864
576,Veolia Environment,38.8,0.5,57.2,6.8,France,Europe,48.8833,2.5333
576,Wim Morrison Supermarkets,28.8,1,16.6,9.5,UK,Europe,53.875,-1.706
578,Novatek,6.9,2.3,15.1,31.3,Russia,Europe,50.7833,40.5333
578,Air Products & Chemicals,9.9,1.2,17.4,18.7,USA,North America,37.7562,-92.1274
580,PKO Bank Polski,5.7,1.2,62.3,13.8,Poland,Europe,54.4208,16.4097
581,Tokyo Gas,21.2,0.6,22.2,13.5,Japan,Asia,26.3011,127.7931
582,Precision Castparts,7.9,1.3,16.7,28.5,USA,North America,29.4154,-94.9682
583,Fujifilm Holdings,26.5,0.5,32.4,9.4,Japan,Asia,35.6514,140.0662
584,Franklin Resources,7.3,2,14.4,31.9,USA,North America,44.0915,-70.1681
585,SCA,13.1,0.7,20.2,17.3,Sweden,Europe,55.6333,13.0833
586,Telecom Italia,37.9,-2.1,102.3,15.2,Italy,Europe,44.9667,7.6667
586,Ecolab,11.8,0.7,17.6,23.5,USA,North America,45.3988,-122.2697
586,Williams Cos,7.5,0.9,24.3,24.1,USA,North America,45.4649,-98.4686
589,Dominion Resources,13.1,0.3,46.8,32.7,USA,North America,37.8906,-84.5668
590,Tata Steel,26.1,1,28.8,6.4,India,Asia,29.09,79.19
591,Tencent Holdings,7,2,12.1,65,China,Asia,30.9333,117.7667
592,Sodexo,22.9,0.7,15.9,14.3,France,Europe,49.2125,6.1617
593,Industrial Bank of Korea,9.3,1,185.9,6.4,South Korea,Asia,35.99,129.227
594,Public Bank,4.2,1.3,89.8,18,Malaysia,Asia,1.2353,111.4697
595,HeidelbergCement,18,0.4,37,13.9,Germany,Europe,49.3283,12.11
596,Ferrovial,10.1,0.9,27.2,11.9,Spain,Europe,39.6208,3.36
597,Cemig,9.5,2.2,19.4,10.7,Brazil,South America,-14.6728,-52.3528
598,Yum Brands,13.6,1.6,9,31.6,USA,North America,39.9384,-75.0117
600,Thales,18.2,0.7,28.2,8.8,France,Europe,44.2811,4.7494
601,Unum Group,10.5,0.9,62.2,7.5,USA,North America,42.3718,-83.468
602,Investor,3.5,3.7,35.3,22.9,Sweden,Europe,59.8581,17.6447
603,Annaly Capital Management,3.3,1.7,133.5,14.8,USA,North America,31.0253,-97.7797
604,Toray Industries,19.2,0.8,18.8,10.4,Japan,Asia,40.5531,140.4138
605,Starbucks,13.7,1.4,8.5,43.2,USA,North America,42.5816,-71.0876
606,Kubota,12.2,0.7,18,17.4,Japan,Asia,35.4175,138.4425
607,PTT Global Chemical,18.5,1.1,14.2,11.3,Thailand,Asia,14.3258,99.8623
608,BanColombia,5.9,1,55.4,13.5,Colombia,South America,6.49,-74.4025
609,Sprint Nextel,35.3,-4.3,51.6,17.5,USA,North America,26.2466,-80.2119
610,Cathay Financial,9.2,0.4,165.3,14.3,Taiwan,Asia,23.741,120.3454
611,SLM,6.1,0.9,181.3,9,USA,North America,33.1116,-96.1099
612,Samsung Fire & Marine,14.7,0.7,34.5,8.2,South Korea,Asia,35.8667,128.7667
613,Bank Central Asia,4,1.2,46,27.1,Indonesia,Asia,-6.3704,106.8176
614,Grupo P̣o de A̤̼car,24.9,0.5,16.8,14.1,Brazil,South America,-22.4039,-43.6628
615,Publicis Groupe,8.7,1,21.8,14.7,France,Europe,44.0986,3.0783
616,Kohl's,19.3,1,13.9,11.4,USA,North America,44.3295,-93.9658
616,DISH Network,14.3,0.6,17.4,15.9,USA,North America,42.2802,-83.1782
618,Chunghwa Telecom,7.4,1.4,15.2,24.3,Taiwan,Asia,22.3656,120.5936
619,T&D Holdings,24.5,0.3,155.1,8.1,Japan,Asia,35.2587,138.9346
620,Stryker,8.7,1.3,13.2,25.1,USA,North America,33.0897,-97.0615
621,Isuzu Motors,16.9,1.1,14.6,10.5,Japan,Asia,37.2004,139.7732
622,Hartford Financial Services,26.4,0,298.5,11.5,USA,North America,30.3674,-86.8907
623,Unibail-Rodamco,2.3,1.9,39,22.2,France,Europe,46.5983,0.35
624,Yahoo,5,3.9,17.1,24.3,USA,North America,45.5188,-123.051
625,HJ Heinz,11.6,1,11.9,23.2,USA,North America,42.9392,-89.5883
626,General Dynamics,31.5,-0.3,34.3,24.7,USA,North America,43.6454,-70.3539
627,MTR,4.6,1.7,26.7,23,Hong Kong,Asia,22.3802,114.1898
628,China National Building,13.8,0.9,31.2,7.5,China,Asia,38.9846,106.3828
628,Abertis,5.2,1.4,37.2,14.3,Spain,Europe,43.4017,-3.8194
630,Westfield Group,2.5,1.8,35.3,25.4,Australia,Oceania,-23.4422,144.2491
631,Mitsubishi Chemical,38.8,0.4,37.4,7.4,Japan,Asia,32.2167,130.75
631,Virgin Media,6.7,4.6,17.1,24.3,USA,North America,29.8734,-97.9356
633,Siam Cement,13.3,0.8,12.8,20.3,Thailand,Asia,6.8664,101.2508
634,M&T Bank,4.6,1,83,13.4,USA,North America,41.7571,-71.212
635,Daqin Railway,7.2,1.9,14.9,18.7,China,Asia,35.1395,111.2174
636,Tata Consultancy Services,9.6,2,8.1,56.9,India,Asia,24.8051,84.0833
637,China Resources Land,5.7,1.4,29.4,14.6,Hong Kong,Asia,22.41,113.952
637,Fanuc,6.5,1.7,13.7,29.7,Japan,Asia,35.8275,137.954
639,Datang International Power,12.2,0.6,42.4,8.4,China,Asia,24.0376,112.0427
640,Bangkok Bank,4.3,1.1,79.1,15.1,Thailand,Asia,15.8647,100.5858
641,Seagate Technology,16.3,3.2,8.7,12.7,Ireland,Europe,53.35,-6.379
642,Ensco,6.8,1.8,18.5,14.1,UK,Europe,58.981,-2.96
643,Kingfisher,16.8,0.9,15.6,10.3,UK,Europe,53.4678,-2.6609
643,HollyFrontier,20.1,1.7,10.3,10.8,USA,North America,41.6524,-83.4321
645,Galp Energia,24.4,0.5,18,13.1,Portugal,Europe,39.8167,-7.5
646,George Weston,32.8,0.5,21.9,9.1,Canada,North America,44.45,-80.2167
647,Rostelecom,10.4,1.1,17.7,11.3,Russia,Europe,43.75,44.0333
648,Evergrande Real Estate,10.3,1.5,31.1,6.9,China,Asia,36.464,104.4513
649,Japan Airlines,14.6,2.3,13.2,8.7,Japan,Asia,39.1957,141.1163
650,Jiangxi Copper,25,0.8,12.5,10.8,China,Asia,40.7695,114.8549
651,PKN Orlen,38.8,0.8,16.9,7.4,Poland,Europe,53.9875,20.3958
652,Grupo Aval,6.1,0.7,57.4,13.2,Colombia,South America,1.3286,-75.9728
653,China Shipbuilding Industry,9.2,0.7,25.3,12.1,China,Asia,27.6573,108.1937
654,Commerzbank,25.5,0,838.3,9.2,Germany,Europe,51.5,7.6167
654,ThyssenKrupp Group,51.6,-6,47.4,12.4,Germany,Europe,49.4667,7.1667
656,JBS,38.9,0.4,24.3,10.4,Brazil,South America,-5.1228,-47.3858
657,China Resources Power,8.1,1,22.9,12.4,Hong Kong,Asia,22.2782,114.1416
657,Inter Rao,18.3,1.2,16.6,7.2,Russia,Europe,69.7631,61.6678
659,Barrick Gold,14.5,-0.7,47.3,28.7,Canada,North America,43.32,-81.5
660,MOL Hungarian Oil,24.6,0.7,21.6,7.5,Hungary,Europe,47.1833,20.4167
661,Wheelock & Co,4.3,3.5,49.4,10,Hong Kong,Asia,22.23,114.075
662,Daiwa House Industry,22.3,0.4,24,11.5,Japan,Asia,34.6795,138.9453
663,Dollar General,16,1,10.4,15.8,USA,North America,44.6774,-75.0396
665,Asahi Group Holdings,13.1,0.7,20,11.1,Japan,Asia,36.4212,137.8746
666,Spectra Energy,5.1,0.9,30.6,19.3,USA,North America,37.5025,-122.2253
667,JFE Holdings,38.3,-0.4,47.4,12.6,Japan,Asia,34.9617,132.1678
668,Gree Electric Appliances,13.3,0.8,13.5,13.5,China,Asia,43.3126,129.7572
669,Ooredoo Telecom,9.3,0.8,25.9,10,Qatar,Asia,25.25,51.4
670,Kao Corp,15.4,0.7,12,17.4,Japan,Asia,35.8563,139.9029
671,CSN,8.9,2,24.2,7.2,Brazil,South America,-8.2758,-38.0339
672,Asahi Kasei,19,0.7,16.9,9.2,Japan,Asia,33.6181,130.7972
674,Yanzhou Coal Mining,9.2,1,18,11.8,China,Asia,24.458,114.8282
675,Henderson Land,2,2.6,33.9,15.1,Hong Kong,Asia,22.2864,114.1667
675,Nucor,19.4,0.5,14.2,14.8,USA,North America,43.5239,-70.3904
678,Axis Bank,5.3,0.8,55.8,11.6,India,Asia,15.5386,78.4613
679,Delphi Automotive,15.5,1.1,10.2,13.6,UK,Europe,51.542,-3.375
680,Stanley Black & Decker,10.2,0.9,15.8,13,USA,North America,36.8945,-76.259
