Global Rank,Company,Sales ($billion),Profits ($billion),Assets ($billion),Market Value ($billion),Country,Continent,Latitude_final,Longitude_final
1779,AMEC,6.8,0.4,4,4.8,UK,Europe,51.5768,0.1801
1780,Taiheiyo Cement,8.8,0.1,11.7,2.9,Japan,Asia,39.606,141.1429
1782,Hugo Boss,3,0.4,2.1,7.7,Germany,Europe,50.3208,8.0158
1782,Credito Valtellinese,1.4,-0.4,39.5,0.6,Italy,Europe,45.75,8.55
1784,Credit Saison,4.3,0.1,25.3,4.6,Japan,Asia,36.3145,139.5783
1784,Ayala,2.5,0.3,11.9,8.2,Philippines,Asia,13.78,121.2
1786,CJ Cheiljedang,8.8,0.2,11.6,4,South Korea,Asia,37.1667,128.9833
1786,Emirates Integrated Telecom,2.7,0.5,3.8,5.8,United Arab Emirates,Asia,24.4667,54.3667
1788,Nagoya Railroad,7.3,0.1,13.6,2.8,Japan,Asia,31.6,130.55
1788,Anadolu Efes,3.6,0.3,6.5,9,Turkey,Europe,37.75,39.3167
1790,ProSiebenSat1 Media,3,0.4,7.1,7.9,Germany,Europe,50,12.0667
1790,Bank of Iwate,0.5,0.1,38.6,0.8,Japan,Asia,34.2664,135.3653
1792,Bank of Nagoya,0.8,0,38.5,0.9,Japan,Asia,34.3722,132.5361
1793,Saudi Hollandi Bank,0.7,0.3,18.3,3,Saudi Arabia,Asia,21.5433,39.1228
1794,Saras,15.7,-0.1,5.2,1.1,Italy,Europe,40.8,14.0833
1795,E.Sun Financial,0.9,0.1,38.2,2.9,Taiwan,Asia,24.0656,120.535
1796,Church & Dwight,2.9,0.3,4.1,8.5,USA,North America,42.7179,-114.5159
1797,Harbinger Group,4.5,0.1,26.9,1.2,USA,North America,46.0671,-118.3368
1799,Shiseido,8.2,0.2,8.5,5.7,Japan,Asia,35.7,139.8167
1799,J Front Retailing,11.6,0.2,9.4,3.8,Japan,Asia,35.2294,136.8714
1801,Hanjin Shipping,10,-0.6,10.3,1.3,South Korea,Asia,33.463,126.523
1802,Air Canada,12.2,0.1,9.1,0.7,Canada,North America,53.5264,-114.0069
1802,Zodiac Aerospace,4.3,0.4,5.1,6.4,France,Europe,48.9056,2.2445
1804,Eurazeo,5.7,-0.3,17.7,3.6,France,Europe,50.7022,3.0939
1806,First Niagara Financial,1.5,0.2,36.8,3,USA,North America,31.7544,-95.6471
1807,Takashimaya,10.6,0.1,9.8,3,Japan,Asia,35.6006,135.9406
1808,Level 3 Communications,6.4,-0.4,13.3,4.6,USA,North America,41.7653,-83.5755
1809,Hokuriku Electric Power,6,-0.1,16.4,2.4,Japan,Asia,35.803,139.4122
1810,LG Uplus,10.2,-0.1,9.9,3.5,South Korea,Asia,37.8447,127.2002
1811,Lojas Americanas,5.5,0.2,5.3,8.9,Brazil,South America,-16.75,-48.5111
1812,Vesuvius,2.5,0.9,3,1.7,UK,Europe,50.8747,0.0117
1813,Furukawa Electric,11.1,-0.1,9.5,1.6,Japan,Asia,36.1772,139.1814
1813,Sage Group,2.2,0.5,4,6.1,UK,Europe,50.7595,-1.3002
1815,Mohawk Industries,5.8,0.3,6.3,7.9,USA,North America,29.7779,-82.4832
1816,Fuyo General Lease,5.1,0.2,20.3,1.2,Japan,Asia,36.2436,139.1904
1816,Toyo Seikan Kaisha,8.5,0,11.5,2.9,Japan,Asia,33.6561,131.0561
1818,UCO Bank,3.1,0.2,35.4,0.7,India,Asia,25.5406,86.9939
1819,Incitec Pivot,3.6,0.5,7.3,5.7,Australia,Oceania,-28.8167,153.3167
1820,Telecom of New Zealand,3.5,0.9,2.9,3.4,New Zealand,Oceania,-40.6219,175.2867
1821,China Aviation Oil,14.8,0.1,1.6,0.6,Singapore,Asia,1.35,103.8
1822,Acer,14.8,-0.1,7.8,2.5,Taiwan,Asia,24.6553,121.2014
1823,DRB-Hicom,2.2,0.4,12.9,1.5,Malaysia,Asia,5.65,100.5
1823,American Equity Investment,1.6,0.1,35.1,0.9,USA,North America,38.8996,-77.2597
1825,Yamanashi Chuo Bank,0.6,0.1,35.1,0.8,Japan,Asia,35.5061,136.7811
1826,Grupa Lotos,10.2,0.3,6.5,1.8,Poland,Europe,52.4083,17.0714
1827,Oriental Bank of Commerce,3.4,0.2,35,1.5,India,Asia,25.8029,85.9886
1828,Calloway Real Estate,0.5,0.9,6.5,3.8,Canada,North America,43.3808,-80.7062
1829,DGB Financial Group,1.7,0.2,32.2,2,South Korea,Asia,37.4667,127.2
1830,Getinge,3.7,0.4,6.5,7.3,Sweden,Europe,56.8333,13.9333
1831,Kimco Realty,0.9,0.3,9.7,9,USA,North America,28.658,-81.1872
1832,Chicago Bridge & Iron,5.6,0.3,4.3,6.1,The Netherlands,Europe,51.5574,-0.2778
1833,CFS Retail Property,0.8,0.4,8.6,6,Australia,Oceania,-26.4016,146.2383
1833,Hainan Airlines,4.4,0.3,14.9,4.5,China,Asia,20.0289,110.5769
1833,China Hongqiao Group,3.9,0.9,7.1,3,China,Asia,24.53,116.5904
1833,Total Access Communication,2.9,0.4,3.3,7.7,Thailand,Asia,18.7461,98.9819
1837,Imerys,5.1,0.4,6.3,5.2,France,Europe,44.75,-0.584
1838,Navistar International,12.5,-3,8.5,2.9,USA,North America,40.9061,-73.1278
1839,Laurentian Bank,1.5,0.1,34.3,1.2,Canada,North America,45.75,-73.6
1840,H&R Real Estate,0.8,0.5,10.2,4.5,Canada,North America,42.7833,-82.35
1840,LS Corp,10.6,0.2,9.5,2.6,South Korea,Asia,35.18,129.075
1842,MISC,3.1,0.2,12.2,7.4,Malaysia,Asia,5.4667,115.7833
1843,DCC,14.3,0.1,5,2.8,Ireland,Europe,52.1088,-7.1463
1843,Awa Bank,0.8,0,34.1,1.4,Japan,Asia,35.7915,140.0563
1843,Ternium,8.6,0.1,10.9,4,Luxembourg,Europe,49.7,6.1
1843,Inchcape,9.6,0.3,5.5,3.6,UK,Europe,53.713,-2.096
1847,Zhongjin Gold,5.3,0.3,3,6.9,China,Asia,27.686,111.436
1847,Oita Bank,0.7,0.1,33.7,0.6,Japan,Asia,40.9672,141.3744
1847,Alpha Natural Resources,7,-2.4,13.1,1.9,USA,North America,39.9094,-75.4311
1847,Toll Brothers,2,0.5,6.1,5.8,USA,North America,40.555,-84.5626
1851,Aichi Bank,0.6,0,33.5,0.6,Japan,Asia,33.05,130.5333
1852,East West Bancorp,1.1,0.3,22.5,3.5,USA,North America,40.733,-74.2712
1853,Thanachart Capital,2.4,0.2,33.5,2,Thailand,Asia,14.9192,102.1095
1854,Far EasTone Telecom,3,0.4,3.4,7.6,Taiwan,Asia,24.6739,121.6631
1854,Willis Group Holdings,3.5,-0.4,15.1,6.6,UK,Europe,53.8489,-1.5849
1856,Calsonic Kansei,9.4,0.3,4.1,1.2,Japan,Asia,34.5833,135.7333
1857,Interactive Brokers Group,1.2,0,33.2,0.7,USA,North America,38.5974,-89.9148
1858,Jaccs,1.3,0.1,33.1,0.9,Japan,Asia,35.4333,139.4333
1858,Kuala Lumpur Kepong,3.3,0.4,3.7,6.9,Malaysia,Asia,4.7592,115.0067
1858,Almarai,2.6,0.4,5.2,7.1,Saudi Arabia,Asia,29.2833,34.9333
1858,Energizer Holdings,4.6,0.4,6.7,5.8,USA,North America,21.4936,-158.0617
1862,Swedish Match,1.8,0.4,2.2,6.3,Sweden,Europe,59.6161,16.5528
1863,Mirvac Group,1.6,0.4,8.3,6.1,Australia,Oceania,-28.0422,143.8197
1864,Shanxi Lu'an Environmental,3.1,0.4,6.4,6.7,China,Asia,31.35,105.0667
1865,Doha Bank,0.8,0.4,15.2,2.8,Qatar,Asia,26.1167,51.2167
1866,Transurban Group,1.2,0.1,10.1,9.5,Australia,Oceania,-38.189,145.092
1866,Qinghai Salt Lake,15.2,0.4,4.7,6.8,China,Asia,36.0193,113.86
1866,Inventec,13.9,0.1,6.9,1.3,Taiwan,Asia,22.5897,120.4851
1869,Cabot Oil & Gas,1.2,0.1,4.6,14.1,USA,North America,37.9881,-87.5341
1870,Monster Beverage,2.1,0.3,1,8,USA,North America,39.8595,-84.113
1871,Banque Centrale Populaire,1.9,0.2,32,3.9,Morocco,Africa,33.5533,-7.4822
1872,Gemalto,2.9,0.3,3.6,8.1,The Netherlands,Europe,51.5574,-0.2278
1873,Iliad,4.2,0.2,6.3,11,France,Europe,50.4031,2.8667
1874,Tomony Holdings,0.7,0.1,31.7,0.7,Japan,Asia,34.565,133.2419
1875,BayWa,13.5,0.1,5.9,1.7,Germany,Europe,48.65,13.6333
1875,Teijin,10.3,0.1,9.2,2.3,Japan,Asia,35.6594,139.7006
1875,Shikoku Bank,0.5,0,31.6,0.7,Japan,Asia,43.1,141.5333
1878,Andhra Bank,2.5,0.3,24.7,1,India,Asia,30.2506,75.8442
1878,Akita Bank,0.6,0,31.6,0.5,Japan,Asia,36.1389,139.4556
1880,DVB Bank,1.5,0.2,31.4,1.5,Germany,Europe,48.5864,8.6047
1881,Prysmian,10.1,0.2,7.9,4.9,Italy,Europe,45.5333,9.5167
1881,GS Engineering,8.3,0.1,10.8,2.3,South Korea,Asia,37.8029,126.7848
1883,Nokian Tyres,2.1,0.4,2.7,6.1,Finland,Europe,62.6,29.75
1883,Tokyo Tomin Bank,0.6,0,31.4,0.4,Japan,Asia,34.4461,136.5462
1885,Showa Denko,8.5,0.1,10.5,2.2,Japan,Asia,35.3732,136.7608
1885,Tenet Healthcare,9.1,0.1,9,4.6,USA,North America,27.8831,-82.3593
1887,Sealed Air,7.6,-1.1,10,4.7,USA,North America,45.211,-123.1918
1888,Toho Holdings,13.4,0.1,6.5,1.5,Japan,Asia,38.4264,140.3144
1889,CapitaMall Trust,0.5,0.4,8.1,5.8,Singapore,Asia,1.35,103.85
1890,Southwestern Energy,2.7,-0.7,6.7,13.5,USA,North America,32.0286,-81.1821
1890,H&R Block,2.7,0.4,3.9,7.5,USA,North America,30.4158,-87.3027
1892,Dixons Retail,13.3,-0.3,4.7,1.9,UK,Europe,52.37,-1.26
1892,Edwards Lifescience,1.9,0.3,2.2,9.4,USA,North America,47.5304,-122.1633
1894,Seiko Epson,10.6,0.1,9,1.9,Japan,Asia,42.1667,142.7667
1896,Hillshire Brands,4.1,0.7,2.5,4.2,USA,North America,39.0698,-77.0467
1897,Tochigi Bank,0.6,0,30.4,0.4,Japan,Asia,37.0431,136.9674
1897,Smithfield Foods,13.1,0.2,7.6,3.7,USA,North America,42.6894,-78.8581
1899,Penske Automotive,13.2,0.2,5.4,3,USA,North America,42.9901,-70.9646
1901,Yokohama Rubber,6.5,0.4,6.2,3.3,Japan,Asia,36.9698,140.121
1902,Dragon Oil,1.2,0.6,3.8,4.8,United Arab Emirates,Asia,25.4136,55.4456
1903,Nippon Steel Trading,13.1,0.1,4,0.4,Japan,Asia,35.9808,140.2148
1903,Eighteenth Bank,0.6,0,29.9,0.5,Japan,Asia,35.9821,139.4816
1903,Range Resources,1.5,0,6.7,13.4,USA,North America,39.9688,-75.354
1906,Inner Mongolia Baotou Steel,6.8,0.1,7.9,6.4,China,Asia,23.4842,100.7118
1907,Aomori Bank,0.5,0,29.8,0.7,Japan,Asia,34.8919,136.9381
1908,Porto Seguro,6.1,0.3,8.8,4.4,Brazil,South America,-8.75,-37.3333
1908,Chipotle Mexican Grill,2.7,0.3,1.7,10,USA,North America,32.4911,-114.7089
1911,NCC Group,8.8,0.3,5.9,2.9,Sweden,Europe,58.3833,13.4333
1911,Symetra Financial,2.1,0.2,29.5,1.7,USA,North America,27.4185,-82.3948
1911,CareFusion,3.6,0.3,8.4,7.6,USA,North America,41.0957,-74.0155
1914,WEG,3,0.3,4.3,8.1,Brazil,South America,-19.5828,-42.6439
1914,TransDigm Group,1.8,0.3,5.6,7.9,USA,North America,35.6937,-86.9116
1916,Shanghai Material Trading,12.8,0,1.5,0.3,China,Asia,39.3317,112.4329
1917,Commerce Bancshares,1.1,0.3,22.2,3.6,USA,North America,28.2468,-82.717
1918,Metcash,12.8,0.1,4.1,3.9,Australia,Oceania,-33.8339,148.6861
1919,Kesko,12.8,0.2,5.8,3.2,Finland,Europe,61.3167,23.75
1920,Motor Oil,12.8,0.1,3.4,1.2,Greece,Europe,38.0333,23.6833
1921,Fraport,3.1,0.3,12.7,5.2,Germany,Europe,50.7167,10.45
1923,Frontier Communications,5,0.1,17.7,4.1,USA,North America,41.9014,-71.5308
1924,City National,1.2,0.2,28.6,3.2,USA,North America,40.017,-74.9495
1925,Italmobiliare,6.1,-0.3,13.8,0.7,Italy,Europe,43.3186,11.3306
1926,Fidea Holdings,0.6,0.1,28.3,0.4,Japan,Asia,34.5869,133.0567
1927,Dick's Sporting Goods,5.8,0.3,2.9,5.8,USA,North America,28.3041,-81.4169
1929,FIBI Holdings,1.4,0.2,28.2,0.5,Israel,Asia,32.6594,35.11
1930,Hokuetsu Bank,0.6,0.1,28.1,0.6,Japan,Asia,33.45,130.6
1932,K's Holdings,8.8,0.3,4,1.5,Japan,Asia,34.15,133.8333
1932,Alliant Energy,3.1,0.3,10.8,5.4,USA,North America,38.3933,-86.9402
1934,Sacyr Vallerhermoso,4.6,-1.3,19.7,0.9,Spain,Europe,40.7106,0.5808
1935,Chiba Kogyo Bank,0.5,0.1,27.8,0.5,Japan,Asia,34.9617,132.2178
1936,Ehime Bank,0.5,0,27.7,0.4,Japan,Asia,33.9639,132.1186
1937,Lulemon Athletica,1.4,0.3,1.1,10,Canada,North America,49.5,-117.2833
1937,Nippon Meat Packers,12.3,0.1,7,3.3,Japan,Asia,34.7333,138.2167
1940,Westlake Chemical,3.6,0.4,3.4,6.5,USA,North America,34.2099,-77.8866
1941,Severn Trent,2.8,0.3,12.3,5.9,UK,Europe,50.8,0.57
1942,Hyundai Wia,6.2,0.4,4.3,4,South Korea,Asia,35.8217,128.6017
1942,Aberdeen Asset Management,1.4,0.3,6.5,7.5,UK,Europe,52.2459,0.4105
1944,Tongling Nonferrous Metals,12.2,0.1,5.9,3.9,China,Asia,48.75,126.1667
1944,SpareBank 1 SR-Bank,1.2,0.2,25.4,2.4,Norway,Europe,58.9167,5.85
1947,Catlin Group,3.8,0.3,14,2.8,Bermuda,North America,32.343,-64.732
1948,Hikvision,0.8,0.2,1.3,12.3,China,Asia,37.1653,122.4867
1948,Assore,1.6,0.5,2.1,5.2,South Africa,Africa,-23.206,30.224
1948,Whiting Petroleum,2.2,0.4,7.3,6.1,USA,North America,40.7619,-80.3226
1948,Expedia,4,0.3,7.1,9,USA,North America,35.92,-86.8516
1952,Finning International,6.7,0.3,5.1,4.3,Canada,North America,53.2,-105.75
1953,MeadWestvaco,5.5,0.2,8.9,6.6,USA,North America,39.0052,-77.405
1954,Kanematsu,12.2,0.1,4.7,0.6,Japan,Asia,36.2587,139.0746
1956,Fukui Bank,0.5,0.1,27.1,0.5,Japan,Asia,35.4,134.25
1957,Ambac Financial Group,0.7,-0.3,27,0,USA,North America,43.0087,-88.2464
1958,Sydbank,1.1,0.1,27,1.6,Denmark,Europe,56.3572,8.6153
1959,TPV Technology,12,0.1,6.9,0.8,Hong Kong,Asia,22.3307,114.1622
1959,James Hardie Industries,1.2,0.6,1.9,4.7,Ireland,Europe,52.677,-6.292
1961,Telekom Malaysia,3.2,0.4,7.3,6.1,Malaysia,Asia,2.05,102.5667
1962,Vestas Wind Systems,9.5,-1.3,9,1.6,Denmark,Europe,55,11.9
1962,Erie Indemnity,5.4,0.2,15.4,4,USA,North America,37.9905,-122.5221
1964,Yamagata Bank,0.5,0,26.6,0.8,Japan,Asia,35.9501,139.6242
1965,Nelnet,1,0.2,26.6,1.6,USA,North America,41.5977,-87.6022
1966,Commercial International Bank,1.5,0.3,14.8,2.8,Egypt,Africa,31.0547,31.3756
1967,Tsukuba Bank,0.5,0,26.5,0.4,Japan,Asia,35.2539,140.3852
1967,Hakuhodo DY Holdings,11.8,0.1,6.2,3,Japan,Asia,35.9242,136.1298
1969,EQT,1.6,0.2,8.8,10,USA,North America,29.1721,-95.4293
1969,Dillard's,6.8,0.3,4,3.8,USA,North America,39.6994,-77.5579
1971,Yachiyo Bank,0.5,0.1,26.5,0.5,Japan,Asia,34.95,139.95
1972,BIM Birlelik Magazalar,5.5,0.2,1.2,7.5,Turkey,Europe,37.025,36.6345
1973,Boardwalk Real Estate,0.4,0.7,5.7,3.2,Canada,North America,48.8236,-123.7192
1974,Aeroflot-Russian Airlines,4.9,0.5,5.2,1.9,Russia,Europe,51.2,42.25
1975,Omron,7.5,0.2,6.1,5.5,Japan,Asia,26.3117,127.7553
1975,Fuji Electric,8.5,0.1,9.6,2.1,Japan,Asia,33.5,133.9
1977,Toyota Boshoku,11.6,0,7.1,2.6,Japan,Asia,38.1715,140.8918
1977,Ford Otosan,5.5,0.4,2.6,4.5,Turkey,Europe,40.8667,35.2167
1980,Miyazaki Bank,0.5,0.1,25.7,0.5,Japan,Asia,33.9833,133.55
1981,Cliffs Natural Resources,5.9,-0.9,13.6,3.5,USA,North America,42.1778,-71.0539
1982,Kuwait Projects,1.5,0.1,25.5,2,Kuwait,Asia,29.0269,48.0838
1983,First Horizon Natural,1.5,0,25.5,2.7,USA,North America,35.1578,-117.8721
1984,Reliance Infrastructure,4.7,0.3,12.1,2,India,Asia,18.9944,73.1139
1984,Cimarex Energy,1.6,0.4,6.3,6.8,USA,North America,42.708,-73.9631
1986,Wing Hang Bank,0.9,0.2,25.5,3.2,Hong Kong,Asia,22.3253,114.1237
1987,Poly Property Group,2.7,0.3,13.9,2.2,Hong Kong,Asia,22.2106,113.9789
1987,IMI,3.5,0.4,2.8,6.6,UK,Europe,54.7761,-1.5733
1989,Klabin,2,0.4,6.9,6.5,Brazil,South America,-3.7678,-60.3689
1990,Alexander's,0.2,0.7,1.5,1.7,USA,North America,44.1669,-88.4767
1991,Two Harbors Investment,0.5,0.3,16.8,4.1,USA,North America,35.8771,-79.0391
1992,LG International,11.4,0.2,4.7,1.4,South Korea,Asia,37.1333,128.2167
1993,Health Net,11.3,0.1,3.9,2.3,USA,North America,44.5148,-87.9895
1994,Bank of Saga,0.5,0,25,0.4,Japan,Asia,32.9333,132.7167
1995,Tractor Supply,4.7,0.3,1.7,7.1,USA,North America,33.1896,-117.2386
1996,San-Ai Oil,0.5,0.1,25.7,0.5,Japan,Asia,35.9905,140.489
1996,UOL Group,0.9,0.7,7.8,4.2,Singapore,Asia,1.35,103.9
1998,Interconexion Electrica,2.4,0.2,14.6,5.8,Colombia,South America,4.7344,-74.2683
1999,Old Republic International,5,-0.1,16.2,3.3,USA,North America,38.88,-76.8289
